# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-M" "--fraction" "-a" "calb_features.gtf" "-o" "counts.txt" "results/A1_S1_STAR/Aligned.sortedByCoord.out.bam" "results/A1_S1_STAR/Aligned.toTranscriptome.out.bam" "results/A2_S2_STAR/Aligned.sortedByCoord.out.bam" "results/A2_S2_STAR/Aligned.toTranscriptome.out.bam" "results/A3_S3_STAR/Aligned.sortedByCoord.out.bam" "results/A3_S3_STAR/Aligned.toTranscriptome.out.bam" "results/B1_S4_STAR/Aligned.sortedByCoord.out.bam" "results/B1_S4_STAR/Aligned.toTranscriptome.out.bam" "results/B2_S5_STAR/Aligned.sortedByCoord.out.bam" "results/B2_S5_STAR/Aligned.toTranscriptome.out.bam" "results/B3_S6_STAR/Aligned.sortedByCoord.out.bam" "results/B3_S6_STAR/Aligned.toTranscriptome.out.bam" "results/C1_S7_STAR/Aligned.sortedByCoord.out.bam" "results/C1_S7_STAR/Aligned.toTranscriptome.out.bam" "results/C2_S8_STAR/Aligned.sortedByCoord.out.bam" "results/C2_S8_STAR/Aligned.toTranscriptome.out.bam" "results/C3_S9_STAR/Aligned.sortedByCoord.out.bam" "results/C3_S9_STAR/Aligned.toTranscriptome.out.bam" "results/D1_S10_STAR/Aligned.sortedByCoord.out.bam" "results/D1_S10_STAR/Aligned.toTranscriptome.out.bam" "results/D2_S11_STAR/Aligned.sortedByCoord.out.bam" "results/D2_S11_STAR/Aligned.toTranscriptome.out.bam" "results/D3_S12_STAR/Aligned.sortedByCoord.out.bam" "results/D3_S12_STAR/Aligned.toTranscriptome.out.bam" "results/E1_S13_STAR/Aligned.sortedByCoord.out.bam" "results/E1_S13_STAR/Aligned.toTranscriptome.out.bam" "results/E2_S14_STAR/Aligned.sortedByCoord.out.bam" "results/E2_S14_STAR/Aligned.toTranscriptome.out.bam" "results/E3_S15_STAR/Aligned.sortedByCoord.out.bam" "results/E3_S15_STAR/Aligned.toTranscriptome.out.bam" "results/F1_S16_STAR/Aligned.sortedByCoord.out.bam" "results/F1_S16_STAR/Aligned.toTranscriptome.out.bam" "results/F2_S17_STAR/Aligned.sortedByCoord.out.bam" "results/F2_S17_STAR/Aligned.toTranscriptome.out.bam" "results/F3_S18_STAR/Aligned.sortedByCoord.out.bam" "results/F3_S18_STAR/Aligned.toTranscriptome.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/A1_S1_STAR/Aligned.sortedByCoord.out.bam	results/A1_S1_STAR/Aligned.toTranscriptome.out.bam	results/A2_S2_STAR/Aligned.sortedByCoord.out.bam	results/A2_S2_STAR/Aligned.toTranscriptome.out.bam	results/A3_S3_STAR/Aligned.sortedByCoord.out.bam	results/A3_S3_STAR/Aligned.toTranscriptome.out.bam	results/B1_S4_STAR/Aligned.sortedByCoord.out.bam	results/B1_S4_STAR/Aligned.toTranscriptome.out.bam	results/B2_S5_STAR/Aligned.sortedByCoord.out.bam	results/B2_S5_STAR/Aligned.toTranscriptome.out.bam	results/B3_S6_STAR/Aligned.sortedByCoord.out.bam	results/B3_S6_STAR/Aligned.toTranscriptome.out.bam	results/C1_S7_STAR/Aligned.sortedByCoord.out.bam	results/C1_S7_STAR/Aligned.toTranscriptome.out.bam	results/C2_S8_STAR/Aligned.sortedByCoord.out.bam	results/C2_S8_STAR/Aligned.toTranscriptome.out.bam	results/C3_S9_STAR/Aligned.sortedByCoord.out.bam	results/C3_S9_STAR/Aligned.toTranscriptome.out.bam	results/D1_S10_STAR/Aligned.sortedByCoord.out.bam	results/D1_S10_STAR/Aligned.toTranscriptome.out.bam	results/D2_S11_STAR/Aligned.sortedByCoord.out.bam	results/D2_S11_STAR/Aligned.toTranscriptome.out.bam	results/D3_S12_STAR/Aligned.sortedByCoord.out.bam	results/D3_S12_STAR/Aligned.toTranscriptome.out.bam	results/E1_S13_STAR/Aligned.sortedByCoord.out.bam	results/E1_S13_STAR/Aligned.toTranscriptome.out.bam	results/E2_S14_STAR/Aligned.sortedByCoord.out.bam	results/E2_S14_STAR/Aligned.toTranscriptome.out.bam	results/E3_S15_STAR/Aligned.sortedByCoord.out.bam	results/E3_S15_STAR/Aligned.toTranscriptome.out.bam	results/F1_S16_STAR/Aligned.sortedByCoord.out.bam	results/F1_S16_STAR/Aligned.toTranscriptome.out.bam	results/F2_S17_STAR/Aligned.sortedByCoord.out.bam	results/F2_S17_STAR/Aligned.toTranscriptome.out.bam	results/F3_S18_STAR/Aligned.sortedByCoord.out.bam	results/F3_S18_STAR/Aligned.toTranscriptome.out.bam
C1_00660C_A	Ca22chr1A_C_albicans_SC5314	112788	113801	-	1014	1529	0	2182.79	0	1759.50	0	1911	0	1605.75	0	1260.50	0	1160	0	1044	0	1279.75	0	2311	0	2627.75	0	3126.50	0	2251	0	1485.17	0	1553.50	0	1132.67	0	1668.50	0	1554.67	0
C1_00670C_A	Ca22chr1A_C_albicans_SC5314	114127	115878	-	1752	657.50	0	877.50	0	719.50	0	993	0	865	0	602.50	0	555.50	0	477	0	655.50	0	955	0	1091.50	0	1406.50	0	1209	0	805.50	0	782.50	0	656	0	989.25	0	729.46	0
C1_00680W_A	Ca22chr1A_C_albicans_SC5314	117319	119442	+	2124	464	0	625	0	419	0	541	0	489.83	0	361	0	399.50	0	287.75	0	297.50	0	712	0	766	0	1001.50	0	703	0	516.75	0	473.50	0	371.50	0	573.50	0	447.50	0
C1_00690W_A	Ca22chr1A_C_albicans_SC5314	119767	122808	+	3042	789.50	0	898.75	0	605.50	0	733.50	0	638	0	534.50	0	356.50	0	333	0	453.75	0	1860.50	0	2069.50	0	2664	0	1794.17	0	1200	0	1171	0	826	0	1316	0	1136.17	0
C1_00700W_A	Ca22chr1A_C_albicans_SC5314	123066	123431	+	366	123	0	124	0	97	0	129.50	0	126	0	74	0	68	0	85	0	89.50	0	246	0	279.25	0	274	0	284	0	233	0	203	0	206.50	0	233	0	183.50	0
C1_00710C_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	123869;125335;125586	125170;125370;125597	-;-;-	1350	7538.33	0	9471.33	0	7180.50	0	7857.25	0	6955.67	0	5045.42	0	3985.75	0	3934.50	0	4408.50	0	3870.67	0	4194.50	0	4841.25	0	3333.50	0	2248	0	2144.25	0	1763.50	0	2741	0	2516	0
C1_00720W_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	126521;126577	126556;126612	+;+	72	37	0	25	0	15	0	53	0	47	0	37	0	26	0	11	0	35	0	17	0	26	0	36	0	35	0	17	0	25	0	8	0	24	0	29	0
C1_00730C_A	Ca22chr1A_C_albicans_SC5314	126791	128620	-	1830	1872	0	2296.50	0	1858.50	0	2463.50	0	2162	0	1695.25	0	1347.25	0	1264	0	1602.75	0	3818.62	0	4193.15	0	4707	0	3953	0	2531.75	0	2454.50	0	1862	0	2808.75	0	2332	0
C1_00740C_A	Ca22chr1A_C_albicans_SC5314	129260	130681	-	1422	10988.17	0	12827.17	0	9732.17	0	11851.67	0	10591.24	0	7636	0	6036.50	0	5810.50	0	7123.58	0	5230.33	0	5668	0	6969.67	0	5779.17	0	4206.75	0	4068.50	0	2912.67	0	4231	0	3517	0
C1_00750C_A	Ca22chr1A_C_albicans_SC5314	131413	133938	-	2526	5925.17	0	7599.17	0	5989.50	0	8119	0	7388.17	0	5403.58	0	4437	0	3920.67	0	5422.17	0	10327.06	0	12962.00	0	15175.50	0	13091	0	8997.08	0	8689	0	6780.70	0	10004.50	0	8622.50	0
C1_00760W_A	Ca22chr1A_C_albicans_SC5314	134254	134913	+	660	1266	0	1685	0	1218	0	1717.50	0	1342	0	1003.50	0	760	0	824	0	1013.50	0	1263	0	1404	0	1732	0	1114	0	875	0	754.50	0	669	0	877.12	0	836	0
C1_00770C_A	Ca22chr1A_C_albicans_SC5314	135654	136436	-	783	984.92	0	1246.50	0	1036.75	0	1483.67	0	1339.50	0	843.33	0	907.25	0	714	0	1057.25	0	1415	0	1777	0	2258.17	0	1997.42	0	1293.92	0	1254.67	0	970	0	1320.50	0	1270.50	0
C1_00780C_A	Ca22chr1A_C_albicans_SC5314	138574	140931	-	2358	519	0	573	0	421	0	672	0	606	0	495.50	0	505	0	327	0	432.50	0	1025	0	1185.83	0	1360	0	1438.83	0	1002.50	0	828.75	0	757	0	1102.83	0	941.50	0
C1_00790W_A	Ca22chr1A_C_albicans_SC5314	150607	151707	+	1101	420.67	0	646	0	357.50	0	644.17	0	562.72	0	401.17	0	347.50	0	326.17	0	311.17	0	1387	0	1680.50	0	2041.50	0	1413.33	0	1007	0	1106	0	632	0	959.83	0	1026.83	0
C1_00800C_A	Ca22chr1A_C_albicans_SC5314	154633	155286	-	654	454.50	0	628	0	437	0	847	0	729	0	570.50	0	413	0	411	0	526.50	0	1953	0	2047	0	2752.50	0	2338.50	0	1504.50	0	1313	0	1298.50	0	1785.86	0	1466	0
C1_00810W_A	Ca22chr1A_C_albicans_SC5314	155443	156324	+	882	192	0	211.67	0	177.50	0	225.75	0	188.67	0	159.75	0	139	0	103	0	132.50	0	290.00	0	315	0	419.33	0	389.75	0	252	0	247.50	0	184.67	0	296.50	0	284.17	0
C1_00820W_A	Ca22chr1A_C_albicans_SC5314	156643	157689	+	1047	284	0	319.50	0	291	0	319.75	0	344.50	0	241	0	198	0	164.50	0	239.50	0	546.50	0	585	0	725.50	0	645.50	0	439.50	0	355.75	0	277	0	478.50	0	437.50	0
C1_00830W_A	Ca22chr1A_C_albicans_SC5314	158725	160524	+	1800	1433.50	0	1829.50	0	1266	0	1486.50	0	1370.50	0	955.50	0	877.50	0	822	0	922.50	0	1304	0	1705.50	0	1897	0	1550.50	0	869	0	949	0	851	0	1138	0	1086	0
C1_00840C_A	Ca22chr1A_C_albicans_SC5314	160942	162672	-	1731	1423	0	1882.75	0	1579.50	0	1896	0	1568	0	1320.92	0	969	0	807.50	0	1200	0	553	0	542	0	666	0	368.25	0	301.50	0	215.50	0	124	0	170	0	189	0
C1_00850W_A	Ca22chr1A_C_albicans_SC5314	167077	167823	+	747	99	0	97.50	0	67	0	93.50	0	115.50	0	90.50	0	67	0	32	0	63.50	0	109.50	0	91	0	94	0	72	0	55.50	0	46	0	53	0	56	0	62	0
C1_00860W_A	Ca22chr1A_C_albicans_SC5314	168533	169534	+	1002	764.50	0	878	0	634.50	0	997.50	0	875.50	0	609	0	662	0	578.50	0	743	0	2675	0	3151.50	0	3215.50	0	3039.50	0	2255	0	1982	0	1475	0	2340	0	1811	0
C1_00870W_A	Ca22chr1A_C_albicans_SC5314	170158	172254	+	2097	2435	0	3143.25	0	2350	0	2912.25	0	2618	0	2136	0	1850.50	0	1667	0	2132	0	4573.50	0	5290	0	6585.67	0	5408	0	3537.83	0	3718.33	0	3215.25	0	4332.33	0	4052.17	0
C1_00880W_A	Ca22chr1A_C_albicans_SC5314	174459	176084	+	1626	983.50	0	1226	0	1087.50	0	1189	0	1179	0	985	0	900.50	0	715.50	0	1058	0	1291.50	0	1362	0	1936.17	0	1083	0	780	0	757.50	0	799.50	0	1007	0	1203.50	0
C1_00890W_A	Ca22chr1A_C_albicans_SC5314	176325	178475	+	2151	1334.50	0	1551.50	0	1256.50	0	1536	0	1300.50	0	992.09	0	915	0	732.50	0	729.50	0	2291	0	2571	0	3148.50	0	2446.50	0	1497	0	1431	0	1160	0	1728.50	0	1438.50	0
C1_00900W_A	Ca22chr1A_C_albicans_SC5314	178690	179307	+	618	469.50	0	560	0	420.50	0	483.50	0	442	0	265.50	0	331	0	281.50	0	359.50	0	259.50	0	246.50	0	287.50	0	240.50	0	200.50	0	169.67	0	144	0	167	0	250.50	0
C1_00910W_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	179823;179946;180129;180645	179870;180041;180558;180829	+;+;+;+	759	202.50	0	219.75	0	158.70	0	259	0	191	0	147.50	0	147	0	101.50	0	164	0	207	0	223.25	0	291.50	0	234	0	128	0	135.50	0	110	0	180.50	0	150.50	0
C1_00920W_A	Ca22chr1A_C_albicans_SC5314	181403	185239	+	3837	1738.75	0	2289.50	0	1833	0	2214.50	0	1895	0	1454	0	1222.17	0	1122.50	0	1357.67	0	2039.50	0	2277	0	2819.50	0	2067	0	1351.67	0	1219.50	0	1001	0	1514	0	1308.17	0
C1_00930C_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	185507;189350;189779;189965;190087	189170;189693;189900;190011;190145	-;-;-;-;-	4236	31184.75	0	39590.75	0	32840.00	0	37179.17	0	31380.90	0	24924.25	0	20567.92	0	19261	0	25165.40	0	26923.92	0	31189.75	0	39220.92	0	31091.50	0	19577	0	20699.92	0	14876.90	0	23235.25	0	19809.33	0
C1_00940W_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	190698;190835	190750;191156	+;+	375	478	0	774	0	529.50	0	555	0	500	0	382	0	446	0	403	0	497	0	423	0	458	0	644.50	0	398.50	0	281.50	0	275	0	221	0	415	0	291	0
C1_00950C_A	Ca22chr1A_C_albicans_SC5314	191444	193405	-	1962	4054.83	0	5219	0	4281.50	0	3610.79	0	3232.33	0	2489	0	1958	0	1743	0	2166	0	1636.50	0	1917.50	0	2212.50	0	1524	0	920	0	952	0	682	0	1066.50	0	790.50	0
C1_00960C_A	Ca22chr1A_C_albicans_SC5314	194676	197798	-	3123	1881.50	0	2562.87	0	1962.50	0	2284	0	2151.75	0	1721.25	0	1444	0	1171	0	1551.50	0	2592.75	0	3051.75	0	3911	0	2855.50	0	1816.50	0	1763.50	0	1422.50	0	2089.11	0	1855	0
C1_00970W_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	198221;198352	198284;198746	+;+	459	79	0	87.50	0	74	0	75.50	0	84.50	0	69	0	51	0	30.50	0	54	0	109	0	125.75	0	162	0	95.50	0	58	0	41.50	0	43.50	0	64.50	0	51.50	0
C1_00980W_A	Ca22chr1A_C_albicans_SC5314	198951	199220	+	270	63.50	0	85	0	60	0	90	0	58	0	69.50	0	46.50	0	51	0	48.50	0	92.50	0	118	0	118.50	0	112.75	0	65.50	0	69	0	54.50	0	76.50	0	65	0
C1_00990C_A	Ca22chr1A_C_albicans_SC5314	199316	202249	-	2934	1899.50	0	2291.17	0	1722.50	0	1889	0	1606	0	1301	0	1144.25	0	1006	0	1298	0	1464	0	1577.83	0	1875	0	1435.50	0	954.17	0	929	0	775	0	1131.25	0	1070	0
C1_01000C_A	Ca22chr1A_C_albicans_SC5314	202532	203623	-	1092	555.75	0	786.50	0	685.50	0	890	0	806.50	0	617.50	0	500	0	495	0	678	0	726	0	807.17	0	923.50	0	755.56	0	559.50	0	538.50	0	515.50	0	668.50	0	576.75	0
C1_01010W_A	Ca22chr1A_C_albicans_SC5314	203945	204415	+	471	876.50	0	1177	0	832	0	1024.50	0	806	0	759	0	577	0	530.50	0	693.50	0	1710.50	0	1597	0	2040.50	0	1920	0	1324.50	0	1225	0	1022.50	0	1404.50	0	1288	0
C1_01020W_A	Ca22chr1A_C_albicans_SC5314	204985	205057	+	73	20.50	0	30	0	11.50	0	29	0	19.50	0	19.17	0	29.50	0	16	0	26	0	15.33	0	14	0	32.50	0	30.50	0	10	0	17.50	0	10	0	23.50	0	29	0
C1_01030W_A	Ca22chr1A_C_albicans_SC5314	205265	206284	+	1020	1487	0	1591	0	1136.50	0	1090	0	979.17	0	799	0	512	0	571	0	585	0	790.33	0	830.50	0	949	0	511	0	421	0	395	0	309	0	508	0	369.50	0
C1_01040W_A	Ca22chr1A_C_albicans_SC5314	206477	206920	+	444	395	0	452	0	474.50	0	562	0	525	0	344	0	325.50	0	323	0	375	0	860.50	0	1028.50	0	1335	0	1171	0	773	0	727	0	586	0	899	0	744.50	0
C1_01050C_A	Ca22chr1A_C_albicans_SC5314	206917	207855	-	939	2047	0	3113.50	0	2110.64	0	2763.14	0	2085.83	0	1808.67	0	1600	0	1346.33	0	1760.50	0	1626	0	1964.25	0	2357	0	2165	0	1450	0	1356	0	1128	0	1612	0	1378	0
C1_01060W_A	Ca22chr1A_C_albicans_SC5314	208285	208740	+	456	6306	0	7980.33	0	6197.50	0	8538	0	6903	0	5581	0	4737	0	4667.50	0	5484.83	0	9881.50	0	10856.25	0	13680.67	0	12346.83	0	7984.90	0	7650.50	0	6618	0	9255	0	7603	0
C1_01070C_A	Ca22chr1A_C_albicans_SC5314	209078	210502	-	1425	1002.75	0	1633.25	0	1147.50	0	1585.50	0	1338	0	960.50	0	876	0	740	0	1090.50	0	1006	0	1153.50	0	1448.50	0	1199.25	0	782.75	0	788.50	0	609	0	877.50	0	892	0
C1_01080W_A	Ca22chr1A_C_albicans_SC5314	210872	212377	+	1506	486.50	0	644	0	489.75	0	584.07	0	475	0	369	0	362	0	306.50	0	371	0	370.50	0	447.50	0	540	0	385.50	0	293	0	283.50	0	207.50	0	322	0	255	0
C1_01090C_A	Ca22chr1A_C_albicans_SC5314	212439	212747	-	309	287	0	476.50	0	308	0	399.50	0	329	0	313	0	252.50	0	197	0	255.25	0	691	0	824	0	972.50	0	693.50	0	494.50	0	483.75	0	386.33	0	498	0	435.50	0
C1_01100W_A	Ca22chr1A_C_albicans_SC5314	213635	220399	+	6765	13829.50	0	17433.17	0	13330	0	19058.08	0	16216	0	12928.67	0	10237.25	0	9945	0	11654.75	0	33469.75	0	40032.42	0	48137.33	0	35663.98	0	24502.25	0	22481.17	0	18276.58	0	27244.96	0	20976.03	0
C1_01110C_A	Ca22chr1A_C_albicans_SC5314	220539	222068	-	1530	1539.75	0	1948.17	0	1451.50	0	1769	0	1340.50	0	1042.08	0	1079	0	935	0	1231.50	0	548.33	0	607.50	0	691	0	492	0	358.50	0	303.50	0	259	0	361.50	0	375.50	0
C1_01130W_A	Ca22chr1A_C_albicans_SC5314	224667	226874	+	2208	19425.55	0	26856.21	0	22680.17	0	27404.82	0	24034.23	0	20236.32	0	19422.50	0	17299.90	0	23463.42	0	8070.75	0	10218	0	11501.40	0	11347.03	0	7476.65	0	8407.75	0	6435.50	0	8965.17	0	9463.43	0
C1_01140C_A	Ca22chr1A_C_albicans_SC5314	227677	229779	-	2103	17456.25	0	22287.33	0	19022.17	0	19142.92	0	16436.58	0	13686.95	0	11491.33	0	10528.22	0	14092.17	0	20448.29	0	24718.95	0	29139.96	0	20175.25	0	14590.17	0	14774.96	0	11279.95	0	16811.08	0	14382.08	0
C1_01150C_A	Ca22chr1A_C_albicans_SC5314	232865	234934	-	2070	2361	0	3408.75	0	2807	0	2853.33	0	2464	0	2150	0	1864.25	0	1540.50	0	2070.67	0	1482.33	0	1609.25	0	1902.25	0	1351.50	0	1049	0	954.50	0	701.40	0	1088.25	0	961.50	0
C1_01160C_A	Ca22chr1A_C_albicans_SC5314	235077	235889	-	813	888.50	0	1275	0	1053.50	0	1108.50	0	837	0	815.17	0	773	0	727	0	892	0	431	0	472	0	730.50	0	527	0	299	0	336	0	271	0	385	0	344	0
C1_01170C_A	Ca22chr1A_C_albicans_SC5314	236084	238300	-	2217	1162	0	1639	0	1264.42	0	1399	0	1317.50	0	1090.50	0	1014	0	815.17	0	1187	0	696.50	0	909.50	0	1044	0	1008	0	564.50	0	616	0	534	0	752.50	0	746	0
C1_01180C_A	Ca22chr1A_C_albicans_SC5314	239091	240914	-	1824	251.50	0	416.50	0	259.50	0	376.50	0	354.50	0	304.33	0	244.50	0	206	0	193	0	256	0	355	0	429.50	0	272	0	194	0	167.50	0	99	0	186.50	0	130	0
C1_01190C_A	Ca22chr1A_C_albicans_SC5314	241113	242504	-	1392	816	0	1129.75	0	796	0	986.50	0	808.50	0	662	0	539	0	464.50	0	583.50	0	1178.50	0	1354.50	0	1657	0	1196	0	818.50	0	788.50	0	594.83	0	976.50	0	798	0
C1_01200W_A	Ca22chr1A_C_albicans_SC5314	242741	244663	+	1923	2035.25	0	2637.50	0	1999	0	2135.50	0	1999.50	0	1638.50	0	1364.50	0	1158.50	0	1543.50	0	3607.25	0	4244	0	5273.50	0	3902.50	0	2677.50	0	2512	0	2074.50	0	3070.64	0	2516.50	0
C1_01210W_A	Ca22chr1A_C_albicans_SC5314	245206	246453	+	1248	717	0	912.83	0	711	0	920	0	700.64	0	677	0	594	0	511.00	0	658	0	854.50	0	899.50	0	1100	0	983.25	0	649.50	0	636	0	576.50	0	839.67	0	700.08	0
C1_01220C_A	Ca22chr1A_C_albicans_SC5314	246661	247413	-	753	1110.50	0	1446.67	0	1339.67	0	1460.25	0	1201.50	0	1053.33	0	969.50	0	819.67	0	1205.83	0	2000.58	0	2042.83	0	2822.83	0	1982.92	0	1256.33	0	1283.83	0	1157.17	0	1761.92	0	1431.92	0
C1_01240W_A	Ca22chr1A_C_albicans_SC5314	248816	249865	+	1050	383.50	0	536.50	0	427	0	586	0	471	0	437.50	0	396	0	366.50	0	487.50	0	472	0	591.50	0	688.50	0	631	0	365.17	0	391.75	0	363.50	0	480.75	0	452.50	0
C1_01250W_A	Ca22chr1A_C_albicans_SC5314	250103	251977	+	1875	3090.25	0	4218.25	0	3109.50	0	3360.50	0	3144	0	2304.50	0	1914	0	1959.50	0	2314	0	2959	0	3031.50	0	4066.25	0	3261.25	0	2120	0	2101.50	0	1630	0	2335	0	2154.50	0
C1_01260C_A	Ca22chr1A_C_albicans_SC5314	252036	252488	-	453	316	0	409.50	0	304.50	0	295.50	0	355.50	0	266.50	0	236	0	202.50	0	209.50	0	366	0	439	0	612.25	0	537	0	324.50	0	343.50	0	297.50	0	288	0	324	0
C1_01270W_A	Ca22chr1A_C_albicans_SC5314	253158	254441	+	1284	2807.17	0	4289.75	0	3421.25	0	4026.75	0	3304.83	0	2658.25	0	2889.17	0	2322.50	0	2899.75	0	3096.75	0	3336.38	0	4286.75	0	3701.50	0	2127.67	0	2404	0	1915.42	0	2761.75	0	2409.25	0
C1_01280C_A	Ca22chr1A_C_albicans_SC5314	254618	254965	-	348	200	0	211.50	0	139	0	232	0	165	0	164	0	116	0	113	0	161.50	0	96	0	94	0	116	0	94	0	88	0	91	0	60	0	74	0	94	0
C1_01290C_A	Ca22chr1A_C_albicans_SC5314	255170	257443	-	2274	3730.50	0	7172.33	0	5459.50	0	10875	0	9508	0	7744.50	0	5369.50	0	4949	0	6549.17	0	5463.50	0	6923.50	0	7757.17	0	6769.87	0	5322.75	0	4747	0	3541	0	5499	0	3737	0
C1_01300W_A	Ca22chr1A_C_albicans_SC5314	257921	258904	+	984	3762	0	5271.50	0	3883.25	0	5591	0	4783.50	0	3500.25	0	2685	0	2666	0	3166.17	0	4084.50	0	4696	0	5521	0	4965	0	3531.50	0	3303.50	0	2696.50	0	3659.17	0	2803.50	0
C1_01310W_A	Ca22chr1A_C_albicans_SC5314	258992	259345	+	354	59	0	62	0	36	0	75	0	57	0	30.50	0	27.50	0	36.50	0	32.50	0	30	0	41	0	37	0	24	0	45.75	0	24	0	24	0	12	0	15	0
C1_01320W_A	Ca22chr1A_C_albicans_SC5314	259647	261173	+	1527	3792.50	0	4646	0	3637	0	4445.50	0	3557.25	0	2934.75	0	2514.75	0	2200.50	0	2948	0	4077.25	0	4706.50	0	5680.50	0	5352.50	0	3530.25	0	3223	0	2748.42	0	4117.67	0	3206.50	0
C1_01330C_A	Ca22chr1A_C_albicans_SC5314	261359	261838	-	480	624.50	0	781.50	0	552.50	0	555	0	457	0	360	0	338.50	0	291	0	427	0	346	0	283	0	349	0	213	0	110	0	139	0	112	0	164	0	149	0
C1_01340C_A	Ca22chr1A_C_albicans_SC5314	262217	263083	-	867	410.50	0	489	0	485	0	571.50	0	445.50	0	306.50	0	311	0	265.50	0	349.50	0	541	0	628	0	705	0	501	0	332.50	0	369	0	328	0	456	0	384	0
C1_01350C_A	Ca22chr1A_C_albicans_SC5314	263479	264672	-	1194	21725	0	25918.82	0	19535.50	0	24454	0	20387.73	0	15290.90	0	11781.12	0	11537.75	0	14445.50	0	13013.12	0	14401.73	0	17554.42	0	12363	0	7839	0	8071.25	0	6767.71	0	9809.50	0	8622.50	0
C1_01360C_A	Ca22chr1A_C_albicans_SC5314	265483	267465	-	1983	24385.50	0	32916.93	0	26053.83	0	33112.83	0	27735.50	0	22403.07	0	16415.33	0	16417.23	0	21731.87	0	18273.50	0	20198.25	0	25694.58	0	19114.08	0	13013.25	0	12581.33	0	9711.97	0	14757.25	0	11897.25	0
C1_01370C_A	Ca22chr1A_C_albicans_SC5314;Ca22chr1A_C_albicans_SC5314	269372;269989	269611;270012	-;-	264	3170.50	0	3601.50	0	2512	0	4284.50	0	3531.50	0	2591.75	0	2055.50	0	2168.50	0	2708.17	0	1526.50	0	1550.50	0	1742.50	0	1485.50	0	978	0	1052.50	0	776.50	0	1151.50	0	928.50	0
C1_01380C_A	Ca22chr1A_C_albicans_SC5314	270319	271974	-	1656	511.50	0	478	0	377.50	0	500	0	479	0	303	0	294.50	0	308	0	340	0	324	0	446.75	0	457.50	0	314.50	0	230.50	0	186.50	0	123	0	218.50	0	171.50	0
C1_01390C_A	Ca22chr1A_C_albicans_SC5314	272374	274197	-	1824	2299.25	0	3364.67	0	2804	0	3853.33	0	3214.50	0	2820.75	0	2671.45	0	2133.65	0	3238.25	0	3071.67	0	3358.88	0	4310.42	0	4863.50	0	3053.42	0	2931.17	0	2377.25	0	3364.82	0	2936.50	0
C1_01400C_A	Ca22chr1A_C_albicans_SC5314	275477	276952	-	1476	2960.33	0	4446.75	0	3623.58	0	4536.50	0	3377	0	2927.50	0	2753.50	0	2247	0	3214	0	7559.50	0	7757.33	0	10069.25	0	8777	0	5606.83	0	5255	0	4352.33	0	6387	0	5352	0
C1_01420C_A	Ca22chr1A_C_albicans_SC5314	278222	279262	-	1041	1192.50	0	1516.50	0	1187	0	1682	0	1264	0	1183	0	1151.50	0	1040.50	0	1335.50	0	1347	0	1319.50	0	1802	0	1606	0	912	0	1039.50	0	885	0	1254	0	1240	0
C1_01440C_A	Ca22chr1A_C_albicans_SC5314	280421	280819	-	399	66.50	0	93	0	67	0	92.50	0	74	0	64.50	0	100	0	85.50	0	49	0	22	0	52	0	52	0	48	0	24	0	42	0	19	0	22	0	53.50	0
C1_01450W_A	Ca22chr1A_C_albicans_SC5314	282437	284137	+	1701	3157.50	0	4195.50	0	3590.25	0	3959	0	3370	0	2642.50	0	2567	0	2370.50	0	3187.25	0	1792.50	0	1830.50	0	2422.50	0	2266.50	0	1264.50	0	1269.50	0	1019	0	1561	0	1457	0
C1_01460W_A	Ca22chr1A_C_albicans_SC5314	284639	287617	+	2979	2897.50	0	3458.08	0	2663.50	0	3279.33	0	2615.50	0	2390.50	0	2137.17	0	1930.67	0	2205.50	0	3358.50	0	3782	0	4767.50	0	3676.50	0	2234	0	2308.50	0	1979.83	0	2792.50	0	2355.17	0
C1_01470W_A	Ca22chr1A_C_albicans_SC5314	288033	289328	+	1296	2556.25	0	3533.33	0	3023.50	0	3362.33	0	2666	0	2182.50	0	2080	0	1908	0	2366.83	0	2261	0	2424.50	0	3155.75	0	2608	0	1641	0	1685	0	1287.33	0	2088.50	0	1938	0
C1_01480C_A	Ca22chr1A_C_albicans_SC5314	289699	290448	-	750	32994.29	0	36299.83	0	29290.33	0	40241.95	0	33388.72	0	25023.54	0	20429.42	0	20790.33	0	25334.50	0	9116	0	9654.83	0	11349.25	0	8176.50	0	5111.17	0	5194.17	0	4036.33	0	5663.50	0	4913	0
